seed,p_energy,p_wasserstein,d_ks2d,d_kl
14308,0.0584,0.055,0.12749999999999997,0.5604335418283694
17196,0.051300000000000005,0.015,0.14400000000000002,0.5636745099035205
18198,0.05835,0.17,0.136,0.5418294197319861
11484,0.05315,0.09,0.14700000000000002,0.5317651409569024
14004,0.054200000000000005,0.045,0.123,0.5646522284642874
11426,0.061250000000000006,0.31,0.12299999999999997,0.51225083193169
10722,0.05830000000000001,0.17,0.10399999999999998,0.5306570723505545
12195,0.04920000000000001,0.02,0.1025,0.5484775468097363
18282,0.051800000000000006,0.045,0.1225,0.5448350160604823
19831,0.06065,0.08,0.12899999999999998,0.5284470056371433
19921,0.057325,0.055,0.123,0.5369221187796169
18524,0.0627,0.18,0.1425,0.5346294058551417
12505,0.059400000000000015,0.085,0.131,0.547906597430607
11840,0.061950000000000005,0.01,0.11700000000000002,0.5368611301319328
18636,0.056174999999999996,0.06,0.1285,0.5441836116963406
18771,0.071,0.085,0.12750000000000003,0.5225473720779895
12112,0.0582,0.025,0.10850000000000001,0.5387500009154753
17020,0.0582,0.035,0.12450000000000006,0.5476340499326576
